act,count
"(V),3(1)(7) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(10) INDIAN MOTOR VEHICLES ACT, 1988",1
"(10),21(1),21(5) IPC 1860",1
"(1a),4(1)(10) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994",1
"(1a),4(1)(10) INDIAN MOTOR VEHICLES ACT, 1988",1
"(1a),4(1)(10) IPC 1860",1
"(1a),4(1)(10),21(1) INDIAN MOTOR VEHICLES ACT, 1988",1
"(A),4(1)(10),21(1) IPC 1860",1
"(10),3(2)(V) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",1
"(n),366,323,114 Prohibition of Child Marriage Act 2006",1
"(1),506,509 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(I),328,420 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(i)(n),506,504 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),212,363,504,341 Juvenile Justice (Care and Protection of Children) Act, 2015",1
"(i)(n),376(2)(L),376D,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"A THE KARNATAKA EPIDEMIC DISEASES ACT, 2020",1
(l)a The SC & ST (Prevention of Atrocities) Amendment Act 2015,1
"(f),376(I),376(N),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(c),3(1) (r),3(1) (s),3 (1) (u) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2014",1
"(r),3(1) (W) (I),3(2)(5a) IPC 1860",1
"(J),376(N),366,363 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1)(s),3(1)(T),3(1)(u),3(2)(v-a) IPC 1860",1
"(n),376D PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(1),12 The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(i)(n),366 CHILD MARRIAGE RESTRAINT ACT",1
"(V),3(2)(va) Juvenile Justice (Care and Protection of Children) Act, 2015",1
"(i)(n),363,114 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r)(s),3(1)(l)a The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(iv),506,504 INFORMATION TECHNOLOGY ACT 2000",1
"(1),12 Juvenile Justice (Care and Protection of Children) Act, 2015",1
"(n),36,363 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(w),3 (2)(v),3(2)(va) IPC 1860",1
"(w)(i)(ii),3(2)(v-a),3(1)(w)(i) IPC 1860",1
"(d),4,7,8,9(m),10 IPC 1860",1
"(2),354(D)(2),506 INFORMATION TECHNOLOGY ACT 2008",1
"(n),376(2)(k) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r)(s),3(2)(v-a) DOWRY PROHIBITION ACT, 1961",1
"(II) RELIGIOUS INSTITUTIONS (PREVENTION OF MISUSE) ACT, 1988",1
"(n),366(A) THE PROHIBITION OF CHILD MARRIAGE (KARNATAKA AMENDMENT) ACT, 2016",1
(t) The SC & ST (Prevention of Atrocities) Amendment Act 2015,1
"(n),34,363,114 CHILD MARRIAGE RESTRAINT ACT",1
"-ii,308 INDIAN MOTOR VEHICLES ACT, 1988",1
"(s),3(1)(w)(1) IPC 1860",1
"(n),363,366(A),109 The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(w)(i)(ii),3(2)(va),3(2)(va) IPC 1860",1
"(A),181 IPC 1860",1
"(5),3(2)(v-a),3(2)(V) IPC 1860",1
"(n),34 Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",1
"(z) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(8),51 ARMS ACT, 1959",1
"(n),376(3),376(J) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r) (s),3(1)(w)(i) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(r),3(1)(s),3(1)(w),0 IPC 1860",1
"(n),376(2)(J),363,366(A) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(n),376(2)(J),366 Prohibition of Child Marriage Act 2006",1
"(h),376(J),376(N),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(II),5(L),5(K),6 IPC 1860",1
"(I),376(2)(f),376(2) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(10),3(2)(v-a) IPC 1860",1
"-ii,338 INDIAN MOTOR VEHICLES ACT, 1988",1
"(I)A,20(a)(i) NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",1
"(II),21(1),17 CHILD MARRIAGE RESTRAINT ACT",1
"(II),21(1) Prohibition of Child Marriage Act 2006",1
"(i)(n),450 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(i)(n),366,307,376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(II),5(m),5(n),6 IPC 1860",1
"(I),323,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1)(s),3(2)(v-a) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(w),3 (2)(v) THE PROHIBITION OF CHILD MARRIAGE (KARNATAKA AMENDMENT) ACT, 2016",1
"CONTINGENCY FUND ACT, 1960",1
"(n),363,366,376(2)(J) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(f),376(N),376(I) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"A,376DB PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(a) INDIAN MOTOR VEHICLES ACT, 1988",1
"(I),376(2)(J),366(A),366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(J),376(2)(n),366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(va),3(1)(w),3(1)(v) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(10),3(1)(x)(xii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(12),3(1)(xii) IPC 1860",1
"(w),3(2)(va),3(1)(w)(2) IPC 1860",1
"IA,25(1AA) EXPLOSIVE SUBSTANCES ACT, 1908",1
"(zc),3(1)(za)(A) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(zc),3(1)(za) IPC 1860",1
"(w),3(1)(r),3(1)(s),3(2)(v-a) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(X),3(XI) IPC 1860",1
"A,376 The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"A,302,109,34,376 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1)(s),3(1)(w)(1),3(1)(w)(2),3(2)(va) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(r),3(1)(s),0,3(2)(va) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(5),1 Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",1
"(V),3(1)(s),3(1)(r),3(1)(w)(1) IPC 1860",1
"(w)(i),3 (2)(v),3(1)(s),3(1)(r) IPC 1860",1
"(V),0,3(1)(w) IPC 1860",1
"(t),3(1)(v),3(2)(va) IPC 1860",1
"(11),3(1)(xi),3(1)(x) IPC 1860",1
(w)(2) IPC 1860,1
"(r),3(1)(s),3(2)(va),3(1)(r)(s)(2)(va) IPC 1860",1
"(r),3(1)(w)(i)(ii),3(2)(va),3(1)(s) IPC 1860",1
"(s),3(1)(w)(i)(ii),3(2)(v-a) IPC 1860",1
"(w)(i)(ii),3(2)(V),3(1)(s) IPC 1860",1
"(r),3(1)(s),3(1)(w)(i)(ii),3(2)(va) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(r) (s),3 (1) (w) (ii),3(2)(va) IPC 1860",1
"(10),3(IV) IPC 1860",1
"(11),3(1)(10)(11) IPC 1860",1
"(r),3(1)(s),3(1)(w)(i)(ii),3(2)(v-a) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(r),3(1)(s),3(2)(va) MOTOR VEHICLE ACT, 1954",1
"(s),3(1)(r),3(1)(w) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",1
"(r),3(1)(s),3(1)(w),3(2)(v-a) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",1
"(r)(s)(2)(va),3(1)(w),3(1)(s),3(1)(r),3(2)(va) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(3),504,34 The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(r)(s)(2)(va),3(2)(va),3(1)(s),3(1)(r) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(r),3(1)(s),3(1)(w),3 (2)(v) INFORMATION TECHNOLOGY ACT 2000",1
"(r) (s),3(2)(va),3(1)(w) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1)(s),3(2)(v-a),3(1)(za) PROTECTION OF CIVIL RIGHTS ACT,1955",1
"(iv),3(2)3 IPC 1860",1
(zb) The SC & ST (Prevention of Atrocities) Amendment Act 2015,1
"(5),3(1)(13) IPC 1860",1
"(d),102 THE SPECIFIED BANK NOTES(CESSATIONOF LIABILITIES)ACT, 2017",1
"(V),3(1)(10) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",1
"(s),3(1)(r),3(1)(w)(1),3(2)(va) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",1
"(r)(s),3(2)(5) IPC 1860",1
"(2),149 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(o),363 Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",1
"(I),109,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(I),313,504,506,420 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1)(w)(i),3(1) (s),3(2)(5) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(w)(i),3(2)(5) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1)(u),3(1)(v) INFORMATION TECHNOLOGY ACT 2008",1
"(r)(s),3(2)(v-a),3(1)(w) IPC 1860",1
"(vii),4 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(x),3 (2) (vi) IPC 1860",1
"(r),3(1)(s),3(2),3(2)(v-a) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",1
"/180,177 INDIAN MOTOR VEHICLES ACT, 1988",1
"/180,177 MOTOR VEHICLE ACT, 1954",1
"(w),3(1)(r),3(1)(s),3(2)(V) IPC 1860",1
"(A),11(1) (D) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964",1
"(va),3(1)(e),3 (1) (w) (ii),3(1) (r) (s) IPC 1860",1
"(5a),3(1)(r)(s),3(1) (W) (I) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(r),3(1)(s),3(1)(w)(i)(ii),3(1)(za)(C) IPC 1860",1
"(C),504 The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
(C) The SC & ST (Prevention of Atrocities) Amendment Act 2015,1
"(r),3(1)(h),3(1)(za)(C) PROTECTION OF CIVIL RIGHTS ACT,1955",1
"(9),30 IPC 1860",1
"(ii) B,20(a)(II)(B) IPC 1860",1
"(n),201,315 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(ii)(I)(n)/6,4,5(J)(II) Prohibition of Child Marriage Act 2006",1
"(i)(n),212 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(i)(n),366(A) CHILD MARRIAGE RESTRAINT ACT",1
"(W) (I),3(2)(5a) Prohibition of Child Marriage Act 2006",1
"(i)(n),376(3),363 The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(s),3(1)2(va) IPC 1860",1
"(1) (w) (ii),3(1)(u),3(1)(q),3(1)(s) IPC 1860",1
"(r),3(1)(s),3(1)(10) IPC 1860",1
"(x),3(1)(r),3(1)(s) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(w),3(1)2(va),3 (2)(v) IPC 1860",1
"(B),149 PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",1
"(w)(i)(ii),3(1)(l) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(va),3(2)(va) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(va),3(2)(va),3(1)(w) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(F),0 The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(r),3(1)(h) IPC 1860",1
"(A),11,4,8,9 Transportation of Animal Act 1978",1
"(D),11(1) IPC 1860",1
"(va) PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",1
"(va),3(1)(w),3(1) (r) (s) IPC 1860",1
"(F),3(1)(r) IPC 1860",1
"(K),11(1) (L) IPC 1860",1
"(n),377,323,354,506,294(B) INFORMATION TECHNOLOGY ACT 2008",1
(m) IPC 1860,1
"(f),3(1)(g),3(1)(q),3(1)(r),3(1)(u),3(1)(y),3(1)(p),3(1)(t),3(1)(zc) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
(1) (2) Transportation of Animal Act 1978,1
(h) CHILD LABOUR (PROHIBITION & REGULATION) AMENDMENT ACT 2016,1
"(w)(i)(ii),3(1)(s),3(1)(r) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(w)(1),3(1)(r) IPC 1860",1
"(I),406 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(B),67 IPC 1860",1
"(10),3(10)(11) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(w),3(1)(r) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",1
"(r),3(1)(s),3(1)(za),3(1)(w) IPC 1860",1
(za)(C) The SC & ST (Prevention of Atrocities) Amendment Act 2015,1
"(I),376(2)(n),363 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
(H) IPC 1860,1
"(g),3(2)(va),3(1)(r),3(1)(s) IPC 1860",1
"(F),3(1)(s),3(1)(r) IPC 1860",1
"(A),11(1) (D),11(1) (E) Transportation of Animal Act 1978",1
(K) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,1
(K) IPC 1860,1
"(1) (2),7,5,4 INDIAN MOTOR VEHICLES ACT, 1988",1
"(II),5(m),6 IPC 1860",1
"(f),376(2)(I),376(2)(M),376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(w)(i),3 (2)(v) THE PROHIBITION OF CHILD MARRIAGE (KARNATAKA AMENDMENT) ACT, 2016",1
"(w)(i),3(2)(V) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(w)(i),3(1)(v) Prohibition of Child Marriage Act 2006",1
"(w)(i),3(2)(v-a) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(w)(i),3(1)(s),3(2)(va),3(1)(r),3(2)(va) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(V),3(1)(w)(i) Prohibition of Child Marriage Act 2006",1
"(i)(n),376(3),323,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),498A,504,506,313 DOWRY PROHIBITION ACT, 1961",1
"(w)(i),3 (2)(v) Prohibition of Child Marriage Act 2006",1
"(f),376(2)(I),376(3) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(i) (r ),3(1)(s) IPC 1860",1
"(r),3(1)(f),3(1)(s),3(2)(va) IPC 1860",1
(b) MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957,1
"(a)(a)(a),25,24,A IPC 1860",1
"(s),3(1)(m),3(2)(va) IPC 1860",1
"(n),344,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),34,376(2)(f),114 THE PROHIBITION OF CHILD MARRIAGE (KARNATAKA AMENDMENT) ACT, 2016",1
"A,376(N) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(g),3(1)(z),3(1)(r)(s)(2)(va) IPC 1860",1
"(n),354(B) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(c),3(1)(p),3(1)(r),3(1)(x),3(1)(z),3(1)(s),3(2)(va) IPC 1860",1
"(va),3(1)(w)(i)(ii) Prohibition of Child Marriage Act 2006",1
"(n),149,114,366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(b),3(1)(p),3(1)(r),3(1)(x),3(1)(z),3(2)(va) IPC 1860",1
"(va),2(v),3(1) (r) (s) IPC 1860",1
"(n),366 CHILD MARRIAGE RESTRAINT ACT",1
"(n),384,420 INFORMATION TECHNOLOGY ACT 2008",1
"IA NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",1
"[1A] NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",1
"(s),3(1)(u),3(1)(r) IPC 1860",1
"(f),376(2)(I),366 A,34,366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1)(s),3(1)(zc),3(2)(va) IPC 1860",1
"(I),366,343,344,376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(I),366,343,344,212,376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1)(s),3(1)(g),3(2)(va) IPC 1860",1
"(r),3(1)(s),3(1)(z),3(2)(va),3(2)(iii) IPC 1860",1
"(ii) C,27(a) IPC 1860",1
"(n),366,344,212 Prohibition of Child Marriage Act 2006",1
"(r) (s),3(1)(w)(i)(ii),3 (2)(v),3(2)(va) IPC 1860",1
"(ii)(A),8C NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",1
"(II),6,21 The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(t),3 (2)(v) IPC 1860",1
"(II),6,5(L) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",1
"(j) JUVENILE JUSTICE ACT, 2000",1
"(f),3(2)(va),3(1)(r),3(1)(s) IPC 1860",1
(2) KARNATAKA MOTOR VEHICLE RULE,1
"(I),417 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(i)(n),506,417 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(I),115,343 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"A,506,313,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1)(s),3(1)(za)(A) IPC 1860",1
"(n),366B,506,394,323,149 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1)(s),3(1)(v),3(2)(V) IPC 1860",1
"(A) CODE OF CRIMINAL PROCEDURE, 1973",1
"(e),5(3A) IPC 1860",1
"(ii) A THE KARNATAKA EPIDEMIC DISEASES ACT, 2020",1
"(ii),354C,506,498A,504,323 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(va),3(2)(V),0 The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(n),344 Prohibition of Child Marriage Act 2006",1
"(r),3(1)(s),3(1)(q) IPC 1860",1
"(B) (1),75 ARMS ACT, 1959",1
"(f),3(1)(r),3(1)(s),3(1)(w),3(2)(va) IPC 1860",1
(I) CHILD MARRIAGE RESTRAINT ACT,1
"(10),3(1)(15) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(I),114,149 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(i)(n),376(2)(f),366(A),343,366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1)(w),3(1)(g) IPC 1860",1
"(f),376(2)(n),343 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(f),3(1)(s) IPC 1860",1
"(r),3(1)(i),3(1)(s),3(1)(g),3(1)(f),3(1)(c),3(2)(va) IPC 1860",1
"(r),3(1)(w),3(1)(s),3(2)(va) IPC 1860",1
"(n),376(2)(f),343,34 Prohibition of Child Marriage Act 2006",1
"(i)(n),344 Prohibition of Child Marriage Act 2006",1
"(f),376(2)(I),114,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(f),376(2)(L),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),376(2)(I) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(n),323,504,506,149 CHILD MARRIAGE RESTRAINT ACT",1
"(r),3(1)(s),3(2)(V)(VA),3 (2)(v) IPC 1860",1
"(II),5(L),5(n),6,5(F) IPC 1860",1
"(n),376(2)(f),448,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),376(2)(f),504,149,323,114,341,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(iv),3(XI) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(i)(n),306,498A CHILD MARRIAGE RESTRAINT ACT",1
"(w),3(i)(s) IPC 1860",1
"(n),366(A),366 CHILD MARRIAGE RESTRAINT ACT",1
"(r)(s)(2)(va),3(1)(f) IPC 1860",1
"(n),34,343,366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),376(2)(f),34,366,344 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),448 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(1),181 IPC 1860",1
"(n),34 The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(1) (w) (ii),3(2)(va),3(1)(w)(i)(ii) IPC 1860",1
"(r),3(1)(s),3(1)(m),3(2)(va) IPC 1860",1
Income Tax Act 1961,1
"(A) NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",1
"(6) ESSENTIAL COMMODITIES ACT, 1955",1
"(12),2(v) IPC 1860",1
"(n),376(2)(f),376AB,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(C),153A,189,506,507,34,504,505(2) INFORMATION TECHNOLOGY ACT 2000",1
"(2)(v),3(1)(w)(i),3(1)(w)(i)(ii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1)(f),3(1)(s),3(2)(va),3(1)(w)(i) IPC 1860",1
"(x),3(1)(r) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",1
"(n),366(A),366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(2)(va),3(1)(f),3(1)(s),3(1)(w)(i) IPC 1860",1
"(n),376(2)(f),363,366(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),376(2)(f),366(A),342,366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(F),11(1) (E),11(1) (D) INDIAN MOTOR VEHICLES ACT, 1988",1
"A,506,34,354(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),376(2)(f) Prohibition of Child Marriage Act 2006",1
"(f),376(2)(n),354(A) INFORMATION TECHNOLOGY ACT 2008",1
"(12),3(2)(5) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(i)(n),34,366,343 CHILD MARRIAGE RESTRAINT ACT",1
"(n),343,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(vii),3(1)(w)(i) IPC 1860",1
"(n),312,506 The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(x),3(2)(V),3(1)(10)(11) IPC 1860",1
"(m),3(1)(r),3(2)(va),3(1)(s) IPC 1860",1
"(m),3(1)(r),3(2)(va) IPC 1860",1
"(n),417,114,34 The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(f),376(2)(I),506(2) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(4) KARNATAKA EXCISE ACT, 1965",1
"(B),3 IPC 1860",1
(ii) CHILD MARRIAGE RESTRAINT ACT,1
"(v),3(1) (r) (s),3(2)(va) IPC 1860",1
"(n),354(A)(2) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(2),342,376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(i),354(D) (1) (i),506,366,448,342 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(i),354(D) (1) (i) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(10),506,504 IPC 1860",1
"(va),3(1)(zc),3(1)(u),3(1)(s),3(1)(r) IPC 1860",1
"(f),305 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(A),25,27(1) IPC 1860",1
"(g),3(1)(r),3(1)(z) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(r),3(2)(V) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"A,354,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),376(2)(f),313,417 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"B,376(2)(n),506,201 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(2),354(B),354(D)(2),450 The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(f),201,318,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(h),376(F),376(I),376(L),376(N) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1)(f),3(1)(u),3(1)(z) IPC 1860",1
"(2),354(D)(1),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(i)(n),313,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(I),376(2)(n),504,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(I),450,109,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(2),354(D)(2) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(v-a),3(1)(f),3(1)(p) IPC 1860",1
"(2),509 INFORMATION TECHNOLOGY ACT 2008",1
"(J),376(3),376DA PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(w)(i)(ii),3 (2)(v),3(2)(va) Juvenile Justice (Care and Protection of Children) Act, 2015",1
"(T),3(2)(V) IPC 1860",1
"[1A],28 CODE OF CRIMINAL PROCEDURE, 1973",1
"(va),3(1)(q) IPC 1860",1
"A,376(2)(n),376(F),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1)(w)(i)(ii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
