src_type,src,dst_type,dst,weight
crime_head,SLAVERY,district,Kalaburagi City,2
crime_head,CRIMINAL MISAPPROPRIATION,district,Kalaburagi City,2
crime_head,CHILDREN ACT,district,Karnataka Railways,2
crime_head,ARMS ACT 1959,district,Karnataka Railways,2
crime_head,COMMUNAL / RELIGION,district,Karnataka Railways,2
crime_head,FOREST,district,Karnataka Railways,2
crime_head,ANIMAL,district,Karnataka Railways,2
crime_head,CRIMINAL TRESPASS,district,Karnataka Railways,2
crime_head,CYBER CRIME,district,Karnataka Railways,2
crime_head,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,district,Karnataka Railways,2
crime_head,INDIAN ELECTRICITY ACT,district,Kodagu,2
crime_head,FOREIGNER,district,Kodagu,2
crime_head,POISONING-PROFESSIONAL,district,Kolar,2
crime_head,Giving false information respecting an offence com,district,Kolar,2
crime_head,SEDITION,district,Koppal,2
crime_head,POISONING-PROFESSIONAL,district,Koppal,2
crime_head,Failure to appear to Court,district,Koppal,2
crime_head,PUBLIC JUSTICE,district,Mandya,2
crime_head,SEDITION,district,Mandya,2
crime_head,FOREST,district,Mandya,2
crime_head,RECEIVING OF STOLEN PROPERTY,district,Mandya,2
crime_head,POISONING-PROFESSIONAL,district,Mandya,2
crime_head,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,district,Mandya,2
crime_head,POISONING-PROFESSIONAL,district,Mangaluru City,2
crime_head,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,district,Mangaluru City,2
crime_head,UNLAWFUL ACTIVITIES(Prevention)ACT 1967,district,Mangaluru City,2
crime_head,OF ABETMENT,district,Mangaluru City,2
crime_head,FALSE EVIDENCE,district,Mangaluru City,2
crime_head,Concealment of birth by secret disposal of Child,district,Mangaluru City,2
crime_head,DEATHS-MISCARRIAGE,district,Mangaluru City,2
crime_head,CRIMINAL MISAPPROPRIATION,district,Mangaluru City,2
crime_head,DEFAMATION,district,Mysuru City,2
crime_head,EXPLOSIVES,district,Mysuru City,2
crime_head,"POST & TELEGRAPH,TELEGRAPH WIRES(UNLAWFUL POSSESSION)ACT 1950",district,Mysuru City,2
crime_head,UNNATURAL SEX,district,Mysuru,2
crime_head,Failure to appear to Court,district,Mysuru,2
crime_head,COUNTERFEITING,district,Mysuru,2
crime_head,CRIMINAL MISAPPROPRIATION,district,Mysuru,2
crime_head,OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused),district,Mysuru,2
crime_head,ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE,district,Mysuru,2
crime_head,SEDITION,district,Raichur,2
crime_head,COUNTERFEITING,district,Raichur,2
crime_head,ANTIQUES (CULTURAL PROPERTY),district,Raichur,2
crime_head,POISONING-PROFESSIONAL,district,Raichur,2
crime_head,DEATHS-MISCARRIAGE,district,Raichur,2
crime_head,CRIMINAL CONSPIRACY,district,Raichur,2
crime_head,OF ABETMENT,district,Ramanagara,2
crime_head,POISONING-PROFESSIONAL,district,Ramanagara,2
crime_head,CRIMINAL CONSPIRACY,district,Shivamogga,2
crime_head,FOREIGNER,district,Shivamogga,2
crime_head,COUNTERFEITING,district,Shivamogga,2
crime_head,ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE,district,Shivamogga,2
crime_head,OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused),district,Shivamogga,2
crime_head,DEFAMATION,district,Shivamogga,2
crime_head,CRIMINAL MISAPPROPRIATION,district,Tumakuru,2
crime_head,PORNOGRAPHY,district,Tumakuru,2
crime_head,UNLAWFUL ACTIVITIES(Prevention)ACT 1967,district,Udupi,2
crime_head,CRIMINAL CONSPIRACY,district,Udupi,2
crime_head,ASSAULT,district,Udupi,2
crime_head,ADULTERATION,district,Udupi,2
crime_head,ASSAULT,district,Uttara Kannada,2
crime_head,Human Trafficking,district,Uttara Kannada,2
crime_head,DEFAMATION,district,Uttara Kannada,2
crime_head,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",district,Uttara Kannada,2
crime_head,CRIMINAL CONSPIRACY,district,Uttara Kannada,2
crime_head,OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused),district,Uttara Kannada,2
crime_head,PORNOGRAPHY,district,Vijayanagara,2
crime_head,CRIMINAL MISAPPROPRIATION,district,Vijayanagara,2
crime_head,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",district,Vijayanagara,2
crime_head,Human Trafficking,district,Vijayanagara,2
crime_head,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMAN,district,Vijayanagara,2
crime_head,ADULTERATION,district,Vijayanagara,2
crime_head,Failure to appear to Court,district,Vijayapura,2
crime_head,IMPERSONATION,district,Vijayapura,2
crime_head,RECEIVING OF STOLEN PROPERTY,district,Vijayapura,2
crime_head,SLAVERY,district,Vijayapura,2
crime_head,FOREST,district,Yadgir,2
crime_head,PUBLIC NUISANCE,district,Bagalkote,1
crime_head,Failure to appear to Court,district,Bagalkote,1
crime_head,"POST & TELEGRAPH,TELEGRAPH WIRES(UNLAWFUL POSSESSION)ACT 1950",district,Bagalkote,1
crime_head,INDIAN MOTOR VEHICLE,district,Bagalkote,1
crime_head,PASSPORT ACT,district,Bagalkote,1
crime_head,POISONING-PROFESSIONAL,district,Ballari,1
crime_head,Human Trafficking,district,Ballari,1
crime_head,OF ABETMENT,district,Ballari,1
crime_head,DEFAMATION,district,Ballari,1
crime_head,SLAVERY,district,Ballari,1
crime_head,Giving false information respecting an offence com,district,Ballari,1
crime_head,FOREST,district,Ballari,1
crime_head,DEFAMATION,district,Belagavi City,1
crime_head,POISONING-PROFESSIONAL,district,Belagavi City,1
crime_head,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",district,Belagavi City,1
crime_head,DEATHS-MISCARRIAGE,district,Belagavi,1
crime_head,SEDITION,district,Belagavi,1
crime_head,ANTIQUES (CULTURAL PROPERTY),district,Belagavi,1
crime_head,Human Trafficking,district,Belagavi,1
crime_head,FOREIGNER,district,Belagavi,1
crime_head,UNNATURAL DEATH (Sec 174/174c/176),district,Bengaluru City,1
crime_head,FOREST,district,Bengaluru City,1
crime_head,INDIAN ELECTRICITY ACT,district,Bengaluru City,1
crime_head,Giving false information respecting an offence com,district,Bengaluru City,1
crime_head,PREVENTION OF CORRUPTION ACT 1988,district,Bengaluru City,1
crime_head,INFANTICIDE,district,Bengaluru City,1
crime_head,NATIONAL SECURITY ACT,district,Bengaluru City,1
crime_head,OF ABETMENT,district,Bengaluru Rural,1
crime_head,RECEIVING OF STOLEN PROPERTY,district,Bengaluru Rural,1
crime_head,OFFICIAL SECURITY RELATED ACTS,district,Bengaluru Rural,1
crime_head,POISONING-PROFESSIONAL,district,Bengaluru Rural,1
crime_head,SLAVERY,district,Bengaluru Rural,1
crime_head,DOCUMENTS & PROPERTY MARKS,district,Bengaluru Rural,1
crime_head,UNLAWFUL ACTIVITIES(Prevention)ACT 1967,district,Bengaluru Rural,1
crime_head,UNNATURAL DEATH (Sec 174/174c/176),district,Bengaluru Rural,1
crime_head,ILLEGAL DETENTION,district,Bengaluru Rural,1
crime_head,INFANTICIDE,district,Bengaluru Rural,1
crime_head,IMPERSONATION,district,Bengaluru Rural,1
crime_head,Human Trafficking,district,Bidar,1
crime_head,OF ABETMENT,district,Bidar,1
crime_head,UNNATURAL SEX,district,Bidar,1
crime_head,BONDED LABOUR SYSTEM,district,Bidar,1
crime_head,FOREST,district,Bidar,1
crime_head,INDIAN ELECTRICITY ACT,district,Bidar,1
crime_head,OFFICIAL SECURITY RELATED ACTS,district,Bidar,1
crime_head,COUNTERFEITING,district,Chamarajanagar,1
crime_head,OF ABETMENT,district,Chamarajanagar,1
crime_head,CRIMINAL CONSPIRACY,district,Chamarajanagar,1
crime_head,SLAVERY,district,Chamarajanagar,1
crime_head,FOREST,district,Chamarajanagar,1
crime_head,IMPERSONATION,district,Chamarajanagar,1
crime_head,BONDED LABOUR SYSTEM,district,Chamarajanagar,1
crime_head,Human Trafficking,district,Chamarajanagar,1
crime_head,UNNATURAL SEX,district,Chamarajanagar,1
crime_head,SEDITION,district,Chamarajanagar,1
crime_head,CRIMINAL MISAPPROPRIATION,district,Chamarajanagar,1
crime_head,"POST & TELEGRAPH,TELEGRAPH WIRES(UNLAWFUL POSSESSION)ACT 1950",district,Chikkaballapura,1
crime_head,PORNOGRAPHY,district,Chikkaballapura,1
crime_head,OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused),district,Chikkaballapura,1
crime_head,IMPERSONATION,district,Chikkaballapura,1
crime_head,UNNATURAL SEX,district,Chikkaballapura,1
crime_head,POISONING-PROFESSIONAL,district,Chikkaballapura,1
crime_head,ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE,district,Chikkaballapura,1
crime_head,FOREIGNER,district,Chikkaballapura,1
crime_head,DEFAMATION,district,Chikkaballapura,1
crime_head,INFANTICIDE,district,Chikkaballapura,1
crime_head,BONDED LABOUR SYSTEM,district,Chikkamagaluru,1
crime_head,COPY RIGHT ACT 1957,district,Chikkamagaluru,1
crime_head,INFANTICIDE,district,Chikkamagaluru,1
crime_head,SLAVERY,district,Chikkamagaluru,1
crime_head,IMPERSONATION,district,Chikkamagaluru,1
crime_head,DEFAMATION,district,Chikkamagaluru,1
crime_head,UNNATURAL SEX,district,Chikkamagaluru,1
crime_head,PUBLIC JUSTICE,district,Chikkamagaluru,1
crime_head,RAILWAYS ACT,district,Chikkamagaluru,1
crime_head,DOCUMENTS & PROPERTY MARKS,district,Chikkamagaluru,1
crime_head,OFFENCES AGAINST STATE,district,Chikkamagaluru,1
crime_head,PORNOGRAPHY,district,Chikkamagaluru,1
crime_head,DEATHS-MISCARRIAGE,district,Chitradurga,1
crime_head,"POST & TELEGRAPH,TELEGRAPH WIRES(UNLAWFUL POSSESSION)ACT 1950",district,Chitradurga,1
crime_head,FOREIGNER,district,Chitradurga,1
crime_head,Human Trafficking,district,Chitradurga,1
crime_head,POISONING-PROFESSIONAL,district,Chitradurga,1
crime_head,RECEIVING OF STOLEN PROPERTY,district,Chitradurga,1
crime_head,OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused),district,Chitradurga,1
crime_head,CHEATING,district,CID,1
crime_head,POCSO,district,CID,1
crime_head,DEATHS DUE TO RASHNESS/NEGLIGENCE,district,Coastal Security Police,1
crime_head,NEGLIGENT ACT,district,Coastal Security Police,1
crime_head,COUNTERFEITING,district,Coastal Security Police,1
crime_head,MISCHIEF,district,Coastal Security Police,1
crime_head,OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused),district,Dakshina Kannada,1
crime_head,ASSAULT,district,Dakshina Kannada,1
crime_head,SEDITION,district,Dakshina Kannada,1
crime_head,POISONING-PROFESSIONAL,district,Dakshina Kannada,1
crime_head,UNNATURAL DEATH (Sec 174/174c/176),district,Dakshina Kannada,1
crime_head,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,district,Dakshina Kannada,1
crime_head,INFANTICIDE,district,Dakshina Kannada,1
crime_head,ADULTERATION,district,Dakshina Kannada,1
crime_head,UNNATURAL SEX,district,Dakshina Kannada,1
crime_head,FOREST,district,Dakshina Kannada,1
crime_head,INDIAN MOTOR VEHICLE,district,Dakshina Kannada,1
crime_head,FOREIGNER,district,Dakshina Kannada,1
crime_head,ADULTERATION,district,Davanagere,1
crime_head,SEDITION,district,Davanagere,1
crime_head,PASSPORT ACT,district,Davanagere,1
crime_head,DOCUMENTS & PROPERTY MARKS,district,Davanagere,1
crime_head,ANTIQUES (CULTURAL PROPERTY),district,Davanagere,1
crime_head,FOREIGNER,district,Davanagere,1
crime_head,INDIAN MOTOR VEHICLE,district,Davanagere,1
crime_head,SLAVERY,district,Davanagere,1
crime_head,INDIAN ELECTRICITY ACT,district,Davanagere,1
crime_head,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",district,Dharwad,1
crime_head,CRIMINAL CONSPIRACY,district,Dharwad,1
crime_head,OF ABETMENT,district,Dharwad,1
crime_head,Human Trafficking,district,Dharwad,1
crime_head,PORNOGRAPHY,district,Dharwad,1
crime_head,CRIMINAL MISAPPROPRIATION,district,Dharwad,1
crime_head,ADULTERATION,district,Dharwad,1
crime_head,FALSE EVIDENCE,district,Dharwad,1
crime_head,INDIAN MOTOR VEHICLE,district,Dharwad,1
crime_head,BONDED LABOUR SYSTEM,district,Gadag,1
crime_head,COUNTERFEITING,district,Gadag,1
crime_head,ASSAULT,district,Gadag,1
crime_head,POISONING-PROFESSIONAL,district,Gadag,1
crime_head,PORNOGRAPHY,district,Gadag,1
crime_head,PORNOGRAPHY,district,Hassan,1
crime_head,ADULTERATION,district,Hassan,1
crime_head,FAILURE TO APPEAR TO COURT,district,Hassan,1
crime_head,POISONING-PROFESSIONAL,district,Hassan,1
crime_head,Failure to appear to Court,district,Hassan,1
crime_head,IMPERSONATION,district,Hassan,1
crime_head,BONDED LABOUR SYSTEM,district,Haveri,1
crime_head,DEATHS DUE TO RASHNESS/NEGLIGENCE,district,Haveri,1
crime_head,DOCUMENTS & PROPERTY MARKS,district,Haveri,1
crime_head,Giving false information respecting an offence com,district,Haveri,1
crime_head,RECEIVING OF STOLEN PROPERTY,district,Haveri,1
crime_head,DOCUMENTS & PROPERTY MARKS,district,Hubballi-Dharwad City,1
crime_head,EXPLOSIVES,district,Hubballi-Dharwad City,1
crime_head,ASSAULT,district,Hubballi-Dharwad City,1
crime_head,PASSPORT ACT,district,Hubballi-Dharwad City,1
crime_head,IMPERSONATION,district,Hubballi-Dharwad City,1
crime_head,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMAN,district,Hubballi-Dharwad City,1
crime_head,OF ABETMENT,district,Hubballi-Dharwad City,1
crime_head,POISONING-PROFESSIONAL,district,Hubballi-Dharwad City,1
crime_head,ARMS ACT 1959,district,ISD Bengaluru,1
crime_head,Attempting to commit offences,district,K.G.F,1
crime_head,PUBLIC JUSTICE,district,K.G.F,1
crime_head,Concealment of birth by secret disposal of Child,district,K.G.F,1
crime_head,PASSPORT ACT,district,K.G.F,1
crime_head,FOREST,district,K.G.F,1
crime_head,Giving false information respecting an offence com,district,K.G.F,1
crime_head,UNNATURAL SEX,district,K.G.F,1
crime_head,FALSE EVIDENCE,district,K.G.F,1
crime_head,POISONING-PROFESSIONAL,district,K.G.F,1
crime_head,DEFAMATION,district,K.G.F,1
crime_head,CRIMINAL MISAPPROPRIATION,district,K.G.F,1
crime_head,INDIAN MOTOR VEHICLE,district,K.G.F,1
crime_head,UNNATURAL SEX,district,Kalaburagi,1
crime_head,FAILURE TO APPEAR TO COURT,district,Kalaburagi,1
crime_head,OF ABETMENT,district,Kalaburagi,1
crime_head,BUYING & SELLING MINOR FOR PROSTITUTION,district,Kalaburagi,1
crime_head,Giving false information respecting an offence com,district,Kalaburagi,1
crime_head,PASSPORT ACT,district,Kalaburagi,1
crime_head,OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused),district,Kalaburagi,1
crime_head,IMPERSONATION,district,Kalaburagi City,1
crime_head,OF ABETMENT,district,Kalaburagi City,1
crime_head,ASSAULT,district,Kalaburagi City,1
crime_head,PREVENTION OF CORRUPTION ACT 1988,district,Kalaburagi City,1
crime_head,COUNTERFEITING,district,Kalaburagi City,1
crime_head,FOREIGNER,district,Kalaburagi City,1
crime_head,DEFAMATION,district,Kalaburagi City,1
crime_head,PUBLIC JUSTICE,district,Kalaburagi City,1
crime_head,DEATHS-MISCARRIAGE,district,Kalaburagi City,1
crime_head,ASSAULT,district,Karnataka Railways,1
crime_head,CONSUMER,district,Karnataka Railways,1
crime_head,UNNATURAL SEX,district,Karnataka Railways,1
crime_head,Disobedience to Order Promulgated by PublicServan,district,Karnataka Railways,1
crime_head,ADULTERATION,district,Karnataka Railways,1
crime_head,INSULTING MODESTY OF WOMEN (EVE TEASING),district,Karnataka Railways,1
crime_head,FOREIGNER,district,Karnataka Railways,1
crime_head,ELECTION,district,Karnataka Railways,1
crime_head,DEFAMATION,district,Karnataka Railways,1
crime_head,Failure to appear to Court,district,Karnataka Railways,1
crime_head,CRIMINAL CONSPIRACY,district,Kodagu,1
crime_head,INDIAN MOTOR VEHICLE,district,Kodagu,1
crime_head,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMAN,district,Kodagu,1
crime_head,UNLAWFUL ACTIVITIES(Prevention)ACT 1967,district,Kodagu,1
crime_head,COUNTERFEITING,district,Kodagu,1
crime_head,IMPERSONATION,district,Kodagu,1
crime_head,DEFAMATION,district,Kodagu,1
crime_head,Giving false information respecting an offence com,district,Kodagu,1
crime_head,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,district,Kodagu,1
crime_head,CRIMINAL MISAPPROPRIATION,district,Kodagu,1
crime_head,SEDITION,district,Kodagu,1
crime_head,FALSE EVIDENCE,district,Kodagu,1
crime_head,UNNATURAL SEX,district,Kodagu,1
crime_head,OFFICIAL SECURITY RELATED ACTS,district,Kolar,1
crime_head,IMPERSONATION,district,Kolar,1
crime_head,OFFENCES RELATED TO MARRIAGE,district,Kolar,1
crime_head,OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused),district,Kolar,1
crime_head,FOREST,district,Kolar,1
crime_head,DEFAMATION,district,Kolar,1
crime_head,OF ABETMENT,district,Kolar,1
crime_head,FALSE EVIDENCE,district,Kolar,1
crime_head,DOCUMENTS & PROPERTY MARKS,district,Koppal,1
crime_head,OFFICIAL SECURITY RELATED ACTS,district,Koppal,1
crime_head,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,district,Koppal,1
crime_head,SLAVERY,district,Koppal,1
crime_head,BONDED LABOUR SYSTEM,district,Koppal,1
crime_head,INDIAN MOTOR VEHICLE,district,Koppal,1
crime_head,Human Trafficking,district,Koppal,1
crime_head,FOREST,district,Koppal,1
crime_head,IMPERSONATION,district,Mandya,1
crime_head,ADULTERATION,district,Mandya,1
crime_head,PASSPORT ACT,district,Mandya,1
crime_head,Giving false information respecting an offence com,district,Mandya,1
crime_head,COUNTERFEITING,district,Mandya,1
crime_head,OFFICIAL SECURITY RELATED ACTS,district,Mangaluru City,1
crime_head,SEDITION,district,Mangaluru City,1
crime_head,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,district,Mangaluru City,1
crime_head,ADULTERATION,district,Mangaluru City,1
crime_head,FOREIGNER,district,Mangaluru City,1
crime_head,RAILWAYS ACT,district,Mangaluru City,1
crime_head,DOCUMENTS & PROPERTY MARKS,district,Mangaluru City,1
crime_head,PREVENTION OF CORRUPTION ACT 1988,district,Mysuru City,1
crime_head,SEDITION,district,Mysuru City,1
crime_head,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,district,Mysuru City,1
crime_head,PASSPORT ACT,district,Mysuru City,1
crime_head,INFANTICIDE,district,Mysuru City,1
crime_head,OF ABETMENT,district,Mysuru City,1
crime_head,OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused),district,Mysuru City,1
crime_head,INDIAN MOTOR VEHICLE,district,Mysuru City,1
crime_head,IMPERSONATION,district,Mysuru City,1
crime_head,UNNATURAL SEX,district,Mysuru City,1
crime_head,OF ABETMENT,district,Mysuru,1
crime_head,INFANTICIDE,district,Mysuru,1
crime_head,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",district,Mysuru,1
crime_head,"POST & TELEGRAPH,TELEGRAPH WIRES(UNLAWFUL POSSESSION)ACT 1950",district,Mysuru,1
crime_head,FOREIGNER,district,Mysuru,1
crime_head,ADULTERATION,district,Mysuru,1
crime_head,DEFAMATION,district,Mysuru,1
crime_head,SEDITION,district,Mysuru,1
crime_head,RECEIVING OF STOLEN PROPERTY,district,Raichur,1
crime_head,DOCUMENTS & PROPERTY MARKS,district,Raichur,1
crime_head,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMAN,district,Raichur,1
crime_head,OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused),district,Raichur,1
crime_head,OFFICIAL SECURITY RELATED ACTS,district,Raichur,1
crime_head,PUBLIC JUSTICE,district,Raichur,1
crime_head,FAILURE TO APPEAR TO COURT,district,Raichur,1
crime_head,PASSPORT ACT,district,Raichur,1
crime_head,Failure to appear to Court,district,Raichur,1
crime_head,PORNOGRAPHY,district,Raichur,1
crime_head,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,district,Ramanagara,1
crime_head,COUNTERFEITING,district,Ramanagara,1
crime_head,UNNATURAL SEX,district,Ramanagara,1
crime_head,DEFAMATION,district,Ramanagara,1
crime_head,Failure to appear to Court,district,Ramanagara,1
crime_head,OFFICIAL SECURITY RELATED ACTS,district,Ramanagara,1
crime_head,DEATHS-MISCARRIAGE,district,Ramanagara,1
crime_head,UNLAWFUL ACTIVITIES(Prevention)ACT 1967,district,Shivamogga,1
crime_head,POISONING-PROFESSIONAL,district,Shivamogga,1
crime_head,OFFICIAL SECURITY RELATED ACTS,district,Shivamogga,1
crime_head,UNNATURAL SEX,district,Shivamogga,1
crime_head,BUYING & SELLING MINOR FOR PROSTITUTION,district,Shivamogga,1
crime_head,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMAN,district,Shivamogga,1
crime_head,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,district,Shivamogga,1
crime_head,BONDED LABOUR SYSTEM,district,Shivamogga,1
crime_head,SEDITION,district,Shivamogga,1
crime_head,DEATHS-MISCARRIAGE,district,Shivamogga,1
crime_head,Giving false information respecting an offence com,district,Shivamogga,1
crime_head,IMPERSONATION,district,Shivamogga,1
crime_head,PUBLIC JUSTICE,district,Tumakuru,1
crime_head,INFANTICIDE,district,Tumakuru,1
crime_head,POISONING-PROFESSIONAL,district,Tumakuru,1
crime_head,IMPERSONATION,district,Tumakuru,1
crime_head,OFFICIAL SECURITY RELATED ACTS,district,Tumakuru,1
crime_head,SEDITION,district,Tumakuru,1
crime_head,PASSPORT ACT,district,Tumakuru,1
crime_head,UNNATURAL SEX,district,Tumakuru,1
crime_head,CRIMINAL MISAPPROPRIATION,district,Udupi,1
crime_head,DOCUMENTS & PROPERTY MARKS,district,Udupi,1
crime_head,UNNATURAL SEX,district,Udupi,1
crime_head,PASSPORT ACT,district,Udupi,1
crime_head,PORNOGRAPHY,district,Udupi,1
crime_head,DEFAMATION,district,Udupi,1
crime_head,ANTIQUES (CULTURAL PROPERTY),district,Udupi,1
crime_head,SEDITION,district,Udupi,1
crime_head,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,district,Udupi,1
crime_head,OF ABETMENT,district,Udupi,1
crime_head,OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused),district,Udupi,1
crime_head,UNNATURAL DEATH (Sec 174/174c/176),district,Uttara Kannada,1
crime_head,CRIMINAL MISAPPROPRIATION,district,Uttara Kannada,1
