act,section,count
"(1),11(iv),12 IPC 1860",201,1
"(c),3(1) (r) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(1),1
"(e),3(2)(v-a),3(1)(s) IPC 1860",506,1
"(e),3(2)(v-a),3(1)(s) IPC 1860",149,1
"(a) THE CENTRAL MOTOR VEHICLES RULES, 1989",115,1
"(r),3(1)(s),3(1)(w)(i)(ii) IPC 1860",354(D),1
(v-a) IPC 1860,506(1),1
(1) (A) (B) INFORMATION TECHNOLOGY ACT 2008,66(C),1
(1) (A) (B) INFORMATION TECHNOLOGY ACT 2008,66(D),1
(b) Explosive Rules 2008,24(1),1
"(A),79 (B),79 (C ) INDIAN MOTOR VEHICLES ACT, 1988",146,1
"(A),79 (B),79 (C ) INDIAN MOTOR VEHICLES ACT, 1988",196,1
"(2),146,196 THE CENTRAL MOTOR VEHICLES RULES, 1989",115,1
"(s) PREVENTION OF INSULT TO NATIONAL HONOURS ACT, 1971",2,1
"(r),3(1)(w)(i)(ii),3(2)(V),3(2)(v-a) IPC 1860",376(2),1
"(II),5(L),6,5(n) IPC 1860",376,1
"(II),5(n),6 IPC 1860",376,1
"(V),3(2)(v-a) IPC 1860",363,1
"(A),177 THE CENTRAL MOTOR VEHICLES RULES, 1989",115,1
KARNATAKA LAND REVENUE ACT 1964,147,1
"(v-a) INDIAN MOTOR VEHICLES ACT, 1988",181,1
"(v-a) INDIAN MOTOR VEHICLES ACT, 1988",3(1),1
"(II),6,16,17,4,3(a) IPC 1860",354,1
"(r),3(1)(s),3(1)(g),3(2)(va) IPC 1860",447,1
"(r),3(1)(s),3(1)(g),3(2)(va) IPC 1860",427,1
"(r),3(1)(s),3(1)(g),3(2)(va) IPC 1860",504,1
"(r),3(1)(s),3(1)(g),3(2)(va) IPC 1860",34,1
"(va),3(1)(r)(s)(2)(va) IPC 1860",354,1
"(s),3(1)(r),3(1)(r)(s)(2)(va) IPC 1860",326,1
"(s),3(1)(r),3(1)(r)(s)(2)(va) IPC 1860",34,1
"(s),3(1)(r),3(1)(y),3(2)(v-a) IPC 1860",341,1
"(s),3(1)(r),3(1)(y),3(2)(v-a) IPC 1860",504,1
"(s),3(1)(r),3(1)(y),3(2)(v-a) IPC 1860",506,1
"(s),3(1)(r),3(1)(y),3(2)(v-a) IPC 1860",34,1
(r) (i) IPC 1860,338,1
"(iii),3(2)(va) IPC 1860",212,1
(v-a) IPC 1860,354A(1),1
"(I),366,343,344,212,376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5(L),1
"(I),366,343,344,212,376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
"(I),366,343,344,376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
"(r),3(1)(s),3(1)(zc),3(2)(va) IPC 1860",354,1
"(w)(i),3(2)(v-a) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",12,1
"(w)(i),3(1)(s),3(2)(va),3(1)(r),3(2)(va) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",8,1
"(w)(i),3(2)(v-a) The SC & ST (Prevention of Atrocities) Amendment Act 2015",3,1
"(r),3(1)(s) IPC 1860",204,1
KARNATAKA MOTOR VEHICLE RULE,109,1
"(f),3(2)(v-a),3(1)(r),3(1)(s) IPC 1860",447,1
"(f),3(2)(v-a),3(1)(r),3(1)(s) IPC 1860",504,1
"(f),3(2)(v-a),3(1)(r),3(1)(s) IPC 1860",506,1
"(eea),9B(1)(b) EXPLOSIVE SUBSTANCES ACT, 1908",5,1
"(eea),9B(1)(b) IPC 1860",34,1
"(eea),9B(1)(b) IPC 1860",285,1
"(i)(n),376(2)(L) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5(J),1
"(f),376(2)(I),366 A,34,366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
"(f),376(2)(I),366 A,34,366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(r),3(1)(s),3(1)(v) IPC 1860",392,1
"(D) INDIAN MOTOR VEHICLES ACT, 1988",194,1
"(w)(i)(ii),3(2)(V),3(2)(v-a) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",21,1
"(zc) PROTECTION OF CIVIL RIGHTS ACT,1955",4,1
"(D) INDIAN MOTOR VEHICLES ACT, 1988",182A,1
"(r),3(1)(s),3(2)(va) IPC 1860",188,1
(1B) (a) IPC 1860,34,1
"(A),119 THE CENTRAL MOTOR VEHICLES RULES, 1989",230,1
KARNATAKA FOREST ACT 1963,104(D),1
"POLICE ACT, 1861",12(1),1
"(B) NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",21(b),1
"(s),3(1)(r),3(2)(v-a) IPC 1860",427,1
"(r),3(2)(v-a) IPC 1860",354(B),1
"(j) The Prohibition of Employment as Manual Scavengers and their Rehabilitation Act, 2013",4,1
"(r),3(1)(w)(i)(ii),3(2)(va) IPC 1860",354(D),1
"(r),3(1)(w)(i)(ii),3(2)(va) IPC 1860",504,1
"(r),3(1)(w)(i)(ii),3(2)(va) IPC 1860",506,1
"(r),3(2)(va),3(1)(zc) IPC 1860",504,1
"(r),3(2)(va),3(1)(zc) IPC 1860",506,1
"(r),3(2)(va),3(1)(zc) IPC 1860",427,1
"(r),3(2)(va),3(1)(zc) IPC 1860",34,1
"(r),3(2)(va),3(1)(zc) IPC 1860",201,1
"(ii) A,8A (C) NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",27(b),1
"(r),3(1)(s),3(2)(va) IPC 1860",420,1
"(r),3(1)(s),3(2)(va) IPC 1860",417,1
"(r),3(1)(s),3(2)(va) IPC 1860",376,1
"(w),3(2)(V) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",14,1
"(2)(v) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(1),1
(v-a) INFORMATION TECHNOLOGY ACT 2000,67(A),1
(v-a) INFORMATION TECHNOLOGY ACT 2000,67(B),1
"(II),5(j)(ii)(I)(n)/6 IPC 1860",376,1
"(C) NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",20(b),1
"(v-a),3(1)(s),3(1)(r) IPC 1860",341,1
"(f),323,504,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5(j),1
"(f),323,504,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5(L),1
"(f),323,504,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5(n),1
"(f),323,504,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",15A(8),1
(D) IPC 1860,333,1
"[1] [a],25 (1B) (a),27(1),3 IPC 1860",34,1
"(w)(i)(ii),3(2)(va) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(1),1
"(r),3(2)(va) IPC 1860",365,1
"A,376(I),384 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5(L),1
(D) IPC 1860,308,1
"A,376(I) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5(L),1
"A,376(I) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(1) (2),5,4 PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",11(1),1
"(1),354(D)(2) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",11(iv),1
"(1) (2) INDIAN MOTOR VEHICLES ACT, 1988",119,1
"(r) (s),3(1)(w)(i),3(2)(va),3 (2)(v) IPC 1860",376(2),1
"(g),3(2)(va),3(1) (r) (s) IPC 1860",427,1
"(g),3(2)(va),3(1) (r) (s) IPC 1860",506,1
"(g),3(2)(va),3(1) (r) (s) IPC 1860",34,1
"(g),3(2)(va),3(1) (r) (s) IPC 1860",504,1
"(va),3 (2)(v),3(1) (r) (s) IPC 1860",341,1
"(r),3(2)(v-a) IPC 1860",354(D),1
"(s),3(1)(u),3(1)(r) IPC 1860",324,1
"(2),123(1) IPC 1860",171B,1
"(2),123(1) IPC 1860",171E,1
"(V),3(2)(v-a) IPC 1860",447,1
"(v-a),3(1)(c),3(1)(g),3(1)(f),3(1)(q),3(1)(z) IPC 1860",182,1
"(v-a),3(1)(c),3(1)(g),3(1)(f),3(1)(q),3(1)(z) IPC 1860",34,1
"(v-a),3(1)(c),3(1)(g),3(1)(f),3(1)(q),3(1)(z) IPC 1860",504,1
"(v-a),3(1)(c),3(1)(g),3(1)(f),3(1)(q),3(1)(z) IPC 1860",403,1
"(v-a),3(1)(c),3(1)(g),3(1)(f),3(1)(q),3(1)(z) IPC 1860",503,1
"(v-a),3(1)(c),3(1)(g),3(1)(f),3(1)(q),3(1)(z) IPC 1860",321,1
"(I),376(J),376C PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5,1
"(I),376(J),376C PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"THE CENTRAL MOTOR VEHICLES RULES, 1989",3(2),1
"(b),3(1)(2),3(1)(r),3(2)(v-a) IPC 1860",504,1
"(b),3(1)(2),3(1)(r),3(2)(v-a) IPC 1860",506,1
"(b),3(1)(2),3(1)(r),3(2)(v-a) IPC 1860",34,1
"(ii)(A),27(b) NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",23(c),1
"(ii) A,8(c),22(b),21(c),22(C) NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",27(b),1
"(ii) A,8(c),22(b),21(c),22(C) NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",21(b),1
"(ii)(A),21(b) NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",22(b),1
(V) IPC 1860,450,1
"(ii) A NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",21(b),1
"(n),376(2)(f),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5(j),1
"(w)(i),3(1)(v) Prohibition of Child Marriage Act 2006",9,1
"(w)(i),3 (2)(v) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4(2),1
"(d),102 THE CENTRAL MOTOR VEHICLES RULES, 1989",51,1
"(i),354(D),504 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",12,1
"(A),11(1) (D) THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ACT-2020",4,1
"(A),11(1) (D) THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ACT-2020",5,1
"(A),11(1) (D) THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ACT-2020",6,1
"(A),11(1) (D) THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ACT-2020",7,1
A (2) IPC 1860,279,1
A (2) IPC 1860,304(A),1
"(p),3(1)(q),3(1)(r),3(1)(u) IPC 1860",34,1
"(II),190(2),177 THE CENTRAL MOTOR VEHICLES RULES, 1989",115,1
"(r),3(2)(v-a) INDIAN MOTOR VEHICLES ACT, 1988",3(1),1
"(r),3(2)(v-a) INDIAN MOTOR VEHICLES ACT, 1988",128,1
"(2)(v),3(1) (r) (s) IPC 1860",307,1
"(2)(v),3(1) (r) (s) IPC 1860",326,1
"(V),3(2)(v-a) IPC 1860",352,1
"(5),3(1)(s),3(1)(r) IPC 1860",148,1
"(5),3(1)(s),3(1)(r) IPC 1860",147,1
"(5),3(1)(s),3(1)(r) IPC 1860",143,1
"(x),3(1)(r),3(2)(v-a),3(1)(w) IPC 1860",341,1
"(x),3(1)(r),3(2)(v-a),3(1)(w) IPC 1860",506,1
"(x),3(1)(r),3(2)(v-a),3(1)(w) IPC 1860",504,1
"(x),3(1)(r),3(2)(v-a),3(1)(w) IPC 1860",354,1
"(x),3(1)(r),3(2)(v-a),3(1)(w) IPC 1860",195A,1
"(x),3(1)(r),3(2)(v-a),3(1)(w) IPC 1860",354(B),1
"(r),3(1)(w),3(2)(v-a) IPC 1860",114,1
"(r),3(1)(w),3(2)(v-a) IPC 1860",354(B),1
"(w)(i)(ii),3(2)(v-a) IPC 1860",354(B),1
"(II),5(L) IPC 1860",376(I),1
"(v-a),3(1)(r) IPC 1860",504,1
"(r),3(2)(v-a),3(1)(f),3(1) (s) IPC 1860",506,1
"(r),3(2)(v-a),3(1)(f),3(1) (s) IPC 1860",504,1
"(r),3(2)(v-a),3(1)(f),3(1) (s) IPC 1860",447,1
"(D) KARNATAKA POLICE ACT, 1963",75,1
"INDIAN MOTOR VEHICLES ACT, 1988",182(4),1
"(r),3(1)(s),3(1)(za),3(1)(w)(i),3(2)(v-a) The SC & ST (Prevention of Atrocities) Amendment Act 2015",3(1),1
"INDIAN MOTOR VEHICLES ACT, 1988",25,1
"(V)(VA),3(1)(w)(i) IPC 1860",376(3),1
"(V)(VA),3(1)(w)(i) IPC 1860",363,1
"(V)(VA),3(1)(w)(i) IPC 1860",376(2),1
"(a),8(c),20(b) NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",27(b),1
"(r),3(1)(s),3(2)(v-a),3(1)(w)(i) INDIAN MOTOR VEHICLES ACT, 1988",177,1
"(r),3(1)(s),3(2)(v-a),3(1)(w)(i) INDIAN MOTOR VEHICLES ACT, 1988",128,1
"(ii) (B) NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",27(B),1
"(ii) A,8(c) NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",27(b),1
(d) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,11,1
(d) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,8,1
(d) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,9,1
(d) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,13,1
(d) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,5,1
&(6) CHILD LABOUR (PROHIBITION & REGULATION) AMENDMENT ACT 2016,14,1
(3) IPC 1860,171H,1
(3) IPC 1860,171F,1
"(r),3(1)(s),3(1)(i) IPC 1860",109,1
"(r),3(1)(s),3(1)(i) IPC 1860",504,1
"(r),3(1)(s),3(1)(i) IPC 1860",309,1
"(r),3(1)(s),3(1)(zc) IPC 1860",409,1
"(r),3(1)(s),3(2)(v-a) MOTOR VEHICLE ACT, 1954",134B,1
(2) IPC 1860,201,1
"(f),376(2)(I),376(2)(n),354A(1)(i) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
(w)(i)(ii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,21(2),1
(w)(i)(ii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,5(F),1
(w)(i)(ii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,5(p),1
"(V),3(1)(w)(i)(ii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",21(2),1
"(V),3(1)(w)(i)(ii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5,1
"(iii),354(A)(3),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",12,1
"(2),376(1),354(D),354(A)(2),451 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",12,1
"(2),376(1),354(D),354(A)(2),451 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",8,1
"(i)(n),328,448 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",14,1
"(2) DOWRY PROHIBITION ACT, 1961",6,1
"(n),376(2)(I),376(2)(i)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5(L),1
"(ii),354 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",8,1
"(ii),354 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",11(iv),1
"(ii),354 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
"(i)(n),448 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5(L),1
"(w)(i)(ii),3(2)(V),3(2)(v-a) IPC 1860",447,1
"A,376 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",3(a),1
"(i),354A(1)(iv) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",7,1
"(i),354A(1)(iv) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",8,1
"(i),354A(1)(iv) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",11,1
"(i),354A(1)(iv) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",12,1
"(3),354(A)(2) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",11,1
"(w)(i)(ii),3(2)(V),3(2)(v-a) INFORMATION TECHNOLOGY ACT 2008",67,1
"(3),354A(1)(iv) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",11(iv),1
"(i),354(D),354(A)(2) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",16,1
"(i),354(D),354(A)(2) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
(3) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,11(ii),1
"(i),354(A)(2) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",11(iv),1
"(i),354(D),354(A)(2) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",12,1
"(f),376(2)(n),376(3),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",7,1
"(f),376(2)(n),376(3),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",8,1
"(I),506,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(I),506,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",12,1
IPC 1860,1347,1
"(x),3(1)(xi) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",3(i),1
"(s),3(1)(n) IPC 1860",506,1
"(s),3(1)(n) IPC 1860",504,1
"(s),3(1)(n) IPC 1860",323,1
"(s),3(1)(n) IPC 1860",354,1
"(w),3(2)(V) IPC 1860",406,1
"(V),3(1)(w) The Medical Termination of Pregnancy Act 1971",3,1
(T) IPC 1860,295,1
(a) IPC 1860,370(A),1
(a) IPC 1860,370,1
(a) IPC 1860,374,1
(a) IPC 1860,409,1
"(r),3(2)(va) IPC 1860",449,1
"(r),3(1)(s),3(2)(v-a),3(1)(w) IPC 1860",511,1
"(r),3(1)(s),3(2)(v-a),3(1)(w) IPC 1860",376,1
"(d),102(A) IPC 1860",379,1
"(V),3(1)(w) IPC 1860",506,1
"(r),3(1)(w) IPC 1860",448,1
"(H),11(1) (F),11(1) (E),11(1) (D) INDIAN MOTOR VEHICLES ACT, 1988",192,1
"(w)(i),3 (2)(v) THE PROHIBITION OF CHILD MARRIAGE (KARNATAKA AMENDMENT) ACT, 2016",9,1
"(w)(i),3(2)(V) The SC & ST (Prevention of Atrocities) Amendment Act 2015",3(1),1
"(w)(i),3 (2)(v) IPC 1860",376(L),1
"(A),27,25 [1A],25(1B) ARMS ACT, 1959",30,1
"(H),11(1) (F) INDIAN MOTOR VEHICLES ACT, 1988",192,1
"ARMS ACT, 1959",25A1B,1
(1B) (a) IPC 1860,201,1
"/181 INDIAN MOTOR VEHICLES ACT, 1988",21(X),1
"(r),3(2)(v-a) IPC 1860",363,1
"(II),4 IPC 1860",506,1
"(II),4 IPC 1860",376(2),1
"(v-a),3(1)(w)(i) IPC 1860",376,1
"(va),3(1) (r) (s) IPC 1860",498A,1
(f) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,5(F),1
"(b),3(1)(g),3(1)(h),3(1)(r),3(1)(s),3(1)(t),3(1)(y),3(1)(w),3(1)(zc),3(2)(iii),3(2)(va),3 (1) (w) (ii) IPC 1860",109,1
"(9),4 Karnataka SC/ST & Other B .C. [ Reservation Of Appointment ACT] -1990",5(A),1
"[1A] NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",27(B),1
"(d) THE SPECIFIED BANK NOTES(CESSATIONOF LIABILITIES)ACT, 2017",7,1
(d) IPC 1860,98,1
"(f),376(2)(n),354(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(f),376(2)(n),354(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(f),376(2)(n),354(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",12,1
"(f),376(2)(n),354(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",8,1
/25 IPC 1860,34,1
(r) (s) IPC 1860,420,1
(r) (s) IPC 1860,467,1
(r) (s) IPC 1860,468,1
(r) (s) IPC 1860,464,1
"(ii) B NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",8,1
"(1),20(b) (ii) B IPC 1860",34,1
"(b),25 (1B) (a) IPC 1860",34,1
"IA NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",27(b),1
(5a) IPC 1860,354(B),1
(r) IPC 1860,386,1
(r) IPC 1860,376D,1
(r) IPC 1860,376(N),1
"(ii) A Juvenile Justice (Care and Protection of Children) Act, 2015",78,1
"(r),3(2)(V) DOWRY PROHIBITION ACT, 1961",3,1
"(r),3(2)(V) DOWRY PROHIBITION ACT, 1961",4,1
"(d),102 INDIAN MOTOR VEHICLES ACT, 1988",194D,1
"(D),11(1) (H) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964",8,1
"(D),11(1) (H) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964",9,1
"(D),11(1) (H) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964",11,1
"(H) INDIAN MOTOR VEHICLES ACT, 1988",181,1
(x) IPC 1860,392,1
(x) IPC 1860,506(2),1
"(r),3(1)(s),3 (2)(v) IPC 1860",115,1
"A,323,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"A,323,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",15,1
(r)(s)(w1) IPC 1860,143,1
(r)(s)(w1) IPC 1860,147,1
(r)(s)(w1) IPC 1860,148,1
(r)(s)(w1) IPC 1860,307,1
(r)(s)(w1) IPC 1860,354,1
(r)(s)(w1) IPC 1860,504,1
(r)(s)(w1) IPC 1860,506,1
(r)(s)(w1) IPC 1860,149,1
(r)(s)(w1) IPC 1860,109,1
(g)(t) IPC 1860,427,1
(g)(t) IPC 1860,504,1
"(x),3(V) IPC 1860",427,1
"(x),3(V) IPC 1860",504,1
"(x),3(V) IPC 1860",506,1
"(x),3(V) IPC 1860",149,1
(v-a) The SC & ST (Prevention of Atrocities) Amendment Act 2015,3,1
"(g),3(1)(r),3(1)(s) IPC 1860",354(B),1
"(c),3(1)(r),3(1)(s) IPC 1860",143,1
"(c),3(1)(r),3(1)(s) IPC 1860",147,1
"(c),3(1)(r),3(1)(s) IPC 1860",354(B),1
"(c),3(1)(r),3(1)(s) IPC 1860",506,1
"(c),3(1)(r),3(1)(s) IPC 1860",149,1
"(r),3(1)(s) IPC 1860",406,1
(r) IPC 1860,406,1
(r) IPC 1860,409,1
"(c),3(1)(g),3(1)(q),3(1)(r) IPC 1860",447,1
"(c),3(1)(g),3(1)(q),3(1)(r) IPC 1860",504,1
"(c),3(1)(g),3(1)(q),3(1)(r) IPC 1860",506,1
"(c),3(1)(g),3(1)(q),3(1)(r) IPC 1860",34,1
"(a),13 (1) (f),15,32 IPC 1860",328,1
(w)(i) IPC 1860,342,1
"(V),3(1)(x),3(2)(va),3(1)(s),3(1)(r),3(1)(w)(1) IPC 1860",149,1
"(V),3(1)(x),3(2)(va),3(1)(s),3(1)(r),3(1)(w)(1) IPC 1860",148,1
"(V),3(1)(x),3(2)(va),3(1)(s),3(1)(r),3(1)(w)(1) IPC 1860",147,1
"(V),3(1)(x),3(2)(va),3(1)(s),3(1)(r),3(1)(w)(1) IPC 1860",143,1
"B,376(2)(f),323 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",12,1
"(A),181,146,3(1) IPC 1860",338,1
"(s),3(1)(d) IPC 1860",323,1
"(s),3(1)(d) IPC 1860",324,1
"(s),3(1)(d) IPC 1860",342,1
"(s),3(1)(d) IPC 1860",355,1
"(s),3(1)(d) IPC 1860",504,1
"(s),3(1)(d) IPC 1860",34,1
"(n),384,420 INFORMATION TECHNOLOGY ACT 2008",67(A),1
"(E),11(1) (D),11(1) (A) INDIAN MOTOR VEHICLES ACT, 1988",179(1),1
"(A),11(1) (D),11(1) (E) INDIAN MOTOR VEHICLES ACT, 1988",3(1),1
"(A),11(1) (D),11(1) (E) INDIAN MOTOR VEHICLES ACT, 1988",146,1
"(E),11(1) (A) INDIAN MOTOR VEHICLES ACT, 1988",192(A),1
"(g),3(1)(z),3(1)(r)(s)(2)(va) IPC 1860",504,1
"(g),3(1)(z),3(1)(r)(s)(2)(va) IPC 1860",307,1
"(g),3(1)(z),3(1)(r)(s)(2)(va) IPC 1860",506,1
"(g),3(1)(z),3(1)(r)(s)(2)(va) IPC 1860",34,1
"(A),11(1) (D),11(1) (E) IPC 1860",201,1
"(r),3(1)(s),3(1)(w),3(2)(va),3(1)(w)(i)(ii) IPC 1860",355,1
"(A),11(1) (D),11(1) (E) IPC 1860",337,1
"A (1),66 IPC 1860",338,1
"(E),11(1) (D),11(1) (A) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964",5,1
"(l),3(1)(r),3(1)(s) IPC 1860",143,1
"(l),3(1)(r),3(1)(s) IPC 1860",147,1
"(l),3(1)(r),3(1)(s) IPC 1860",341,1
"(l),3(1)(r),3(1)(s) IPC 1860",354,1
"(l),3(1)(r),3(1)(s) IPC 1860",363,1
"(l),3(1)(r),3(1)(s) IPC 1860",365,1
"(l),3(1)(r),3(1)(s) IPC 1860",427,1
"(l),3(1)(r),3(1)(s) IPC 1860",504,1
"(l),3(1)(r),3(1)(s) IPC 1860",506,1
"(l),3(1)(r),3(1)(s) IPC 1860",149,1
"(l),3(1)(r),3(1)(s) IPC 1860",323,1
"(l),3(1)(r),3(1)(s) IPC 1860",34,1
"(A)(iii) KARNATAKA POLICE (AMENDMENT) ACT, 2021",78,1
"(A),11(1) (D),11(1) (E) KARNATAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT 2020",4,1
"(A),11(1) (D),11(1) (E) KARNATAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT 2020",7,1
"(b),104,50 IPC 1860",447,1
"(r),3(1)(e),3(1)(n) IPC 1860",506,1
"(r),3(1)(e),3(1)(n) IPC 1860",34,1
"(r),3(1)(e),3(1)(n) IPC 1860",504,1
"(r),3(1)(e),3(1)(n) IPC 1860",307,1
"(r),3(1)(e),3(1)(n) IPC 1860",323,1
"(r),3(1)(e),3(1)(n) IPC 1860",324,1
"(A),11(1) (L) IPC 1860",447,1
(j) IPC 1860,304(A),1
